wavelength_nm, transmission
1.597557557557557629e+03,6.722491181256470480e-03
1.597657657657657637e+03,6.663806357642071757e-03
1.597757757757757645e+03,6.606070657221857143e-03
1.597857857857857880e+03,6.549264452504219812e-03
1.597957957957957888e+03,6.493368626285196676e-03
1.598058058058058123e+03,6.438364555878111142e-03
1.598158158158158130e+03,6.384234097911415870e-03
1.598258258258258365e+03,6.330959573664752572e-03
1.598358358358358373e+03,6.278523754928758659e-03
1.598458458458458381e+03,6.226909850362242517e-03
1.598558558558558616e+03,6.176101492329486888e-03
1.598658658658658624e+03,6.126082724198037184e-03
1.598758758758758859e+03,6.076837988076777379e-03
1.598858858858858866e+03,6.028352112980842406e-03
1.598958958958958874e+03,5.980610303402583358e-03
1.599059059059059109e+03,5.933598128274705959e-03
1.599159159159159117e+03,5.887301510311388798e-03
1.599259259259259352e+03,5.841706715708940359e-03
1.599359359359359360e+03,5.796800344196812935e-03
1.599459459459459367e+03,5.752569319422214285e-03
1.599559559559559602e+03,5.709000879656412480e-03
1.599659659659659610e+03,5.666082568812008148e-03
1.599759759759759845e+03,5.623802227756308399e-03
1.599859859859859853e+03,5.582147985913475836e-03
1.599959959959959860e+03,5.541108253140763877e-03
1.600060060060060096e+03,5.500671711871805807e-03
1.600160160160160103e+03,5.460827309515830195e-03
1.600260260260260338e+03,5.421564251101496611e-03
1.600360360360360346e+03,5.382871992160532561e-03
1.600460460460460581e+03,5.344740231837674660e-03
1.600560560560560589e+03,5.307158906223225989e-03
1.600660660660660596e+03,5.270118181895236571e-03
1.600760760760760832e+03,5.233608449668593864e-03
1.600860860860860839e+03,5.197620318540367712e-03
1.600960960960961074e+03,5.162144609824972225e-03
1.601061061061061082e+03,5.127172351474157223e-03
1.601161161161161090e+03,5.092694772571638648e-03
1.601261261261261325e+03,5.058703298000752011e-03
1.601361361361361332e+03,5.025189543275228841e-03
1.601461461461461568e+03,4.992145309528953599e-03
1.601561561561561575e+03,4.959562578660104901e-03
1.601661661661661583e+03,4.927433508621816699e-03
1.601761761761761818e+03,4.895750428856692274e-03
1.601861861861861826e+03,4.864505835869057000e-03
1.601961961961962061e+03,4.833692388930198487e-03
1.602062062062062068e+03,4.803302905912935558e-03
1.602162162162162076e+03,4.773330359249220757e-03
1.602262262262262311e+03,4.743767872009164825e-03
1.602362362362362319e+03,4.714608714095637129e-03
1.602462462462462554e+03,4.685846298550302123e-03
1.602562562562562562e+03,4.657474177969436920e-03
1.602662662662662569e+03,4.629486041023193020e-03
1.602762762762762804e+03,4.601875709076781729e-03
1.602862862862862812e+03,4.574637132909870063e-03
1.602962962962963047e+03,4.547764389529879853e-03
1.603063063063063055e+03,4.521251679078262808e-03
1.603163163163163063e+03,4.495093321823616719e-03
1.603263263263263298e+03,4.469283755242110280e-03
1.603363363363363305e+03,4.443817531180426113e-03
1.603463463463463540e+03,4.418689313098368363e-03
1.603563563563563548e+03,4.393893873390542458e-03
1.603663663663663556e+03,4.369426090781721589e-03
1.603763763763763791e+03,4.345280947796224293e-03
1.603863863863863799e+03,4.321453528297541404e-03
1.603963963963964034e+03,4.297939015095868752e-03
1.604064064064064041e+03,4.274732687622516923e-03
1.604164164164164049e+03,4.251829919667616739e-03
1.604264264264264284e+03,4.229226177180482951e-03
1.604364364364364292e+03,4.206917016130139880e-03
1.604464464464464527e+03,4.184898080423484108e-03
1.604564564564564535e+03,4.163165099881105911e-03
1.604664664664664770e+03,4.141713888266456041e-03
1.604764764764764777e+03,4.120540341369417769e-03
1.604864864864864785e+03,4.099640435140278726e-03
1.604964964964965020e+03,4.079010223874328031e-03
1.605065065065065028e+03,4.058645838444760283e-03
1.605165165165165263e+03,4.038543484581745731e-03
1.605265265265265271e+03,4.018699441198230436e-03
1.605365365365365278e+03,3.999110058758832166e-03
1.605465465465465513e+03,3.979771757692139068e-03
1.605565565565565521e+03,3.960681026844737988e-03
1.605665665665665756e+03,3.941834421974737233e-03
1.605765765765765764e+03,3.923228564285512372e-03
1.605865865865865771e+03,3.904860138996490981e-03
1.605965965965966006e+03,3.886725893951639439e-03
1.606066066066066014e+03,3.868822638263271722e-03
1.606166166166166249e+03,3.851147240990616862e-03
1.606266266266266257e+03,3.833696629852466776e-03
1.606366366366366265e+03,3.816467789972323704e-03
1.606466466466466500e+03,3.799457762655465698e-03
1.606566566566566507e+03,3.782663644197392389e-03
1.606666666666666742e+03,3.766082584721310456e-03
1.606766766766766750e+03,3.749711787046019259e-03
1.606866866866866985e+03,3.733548505581155662e-03
1.606966966966966993e+03,3.717590045250985034e-03
1.607067067067067001e+03,3.701833760443972408e-03
1.607167167167167236e+03,3.686277053989182005e-03
1.607267267267267243e+03,3.670917376157796421e-03
1.607367367367367478e+03,3.655752223688967916e-03
1.607467467467467486e+03,3.640779138840236854e-03
1.607567567567567494e+03,3.625995708460345857e-03
1.607667667667667729e+03,3.611399563085610203e-03
1.607767767767767737e+03,3.596988376057774946e-03
1.607867867867867972e+03,3.582759862663198718e-03
1.607967967967967979e+03,3.568711779293591915e-03
1.608068068068067987e+03,3.554841922625985584e-03
1.608168168168168222e+03,3.541148128823252451e-03
1.608268268268268230e+03,3.527628272753679552e-03
1.608368368368368465e+03,3.514280267228701675e-03
1.608468468468468473e+03,3.501102062259707232e-03
1.608568568568568480e+03,3.488091644331588106e-03
1.608668668668668715e+03,3.475247035694241284e-03
1.608768768768768723e+03,3.462566293670620195e-03
1.608868868868868958e+03,3.450047509980864752e-03
1.608968968968968966e+03,3.437688810082919523e-03
1.609069069069068973e+03,3.425488352527922189e-03
1.609169169169169209e+03,3.413444328331297333e-03
1.609269269269269216e+03,3.401554960358259706e-03
1.609369369369369451e+03,3.389818502723516199e-03
1.609469469469469459e+03,3.378233240205449732e-03
1.609569569569569467e+03,3.366797487673142686e-03
1.609669669669669702e+03,3.355509589527171013e-03
1.609769769769769709e+03,3.344367919153278228e-03
1.609869869869869945e+03,3.333370878388368114e-03
1.609969969969969952e+03,3.322516896999062018e-03
1.610070070070069960e+03,3.311804432171894415e-03
1.610170170170170195e+03,3.301231968015395663e-03
1.610270270270270203e+03,3.290798015073597045e-03
1.610370370370370438e+03,3.280501109850274613e-03
1.610470470470470445e+03,3.270339814344477413e-03
1.610570570570570681e+03,3.260312715596058990e-03
1.610670670670670688e+03,3.250418425241990202e-03
1.610770770770770696e+03,3.240655579082376073e-03
1.610870870870870931e+03,3.231022836656344526e-03
1.610970970970970939e+03,3.221518880827622250e-03
1.611071071071071174e+03,3.212142417379082546e-03
1.611171171171171181e+03,3.202892174616869293e-03
1.611271271271271189e+03,3.193766902982833264e-03
1.611371371371371424e+03,3.184765374676132993e-03
1.611471471471471432e+03,3.175886383283019632e-03
1.611571571571571667e+03,3.167128743414856108e-03
1.611671671671671675e+03,3.158491290354383581e-03
1.611771771771771682e+03,3.149972879709566059e-03
1.611871871871871917e+03,3.141572387075460254e-03
1.611971971971971925e+03,3.133288707703357854e-03
1.612072072072072160e+03,3.125120756177237041e-03
1.612172172172172168e+03,3.117067466097586583e-03
1.612272272272272176e+03,3.109127789771967167e-03
1.612372372372372411e+03,3.101300697912552379e-03
1.612472472472472418e+03,3.093585179340490633e-03
1.612572572572572653e+03,3.085980240696316497e-03
1.612672672672672661e+03,3.078484906157342559e-03
1.612772772772772896e+03,3.071098217160762867e-03
1.612872872872872904e+03,3.063819232133289331e-03
1.612972972972972912e+03,3.056647026226357901e-03
1.613073073073073147e+03,3.049580691057430116e-03
1.613173173173173154e+03,3.042619334456909963e-03
1.613273273273273389e+03,3.035762080220529447e-03
1.613373373373373397e+03,3.029008067867451810e-03
1.613473473473473405e+03,3.022356452403313076e-03
1.613573573573573640e+03,3.015806404088847235e-03
1.613673673673673647e+03,3.009357108213443245e-03
1.613773773773773883e+03,3.003007764873630390e-03
1.613873873873873890e+03,2.996757588756666750e-03
1.613973973973973898e+03,2.990605808928644901e-03
1.614074074074074133e+03,2.984551668627485194e-03
1.614174174174174141e+03,2.978594425060460561e-03
1.614274274274274376e+03,2.972733349206084594e-03
1.614374374374374383e+03,2.966967725620645209e-03
1.614474474474474391e+03,2.961296852248772836e-03
1.614574574574574626e+03,2.955720040238354104e-03
1.614674674674674634e+03,2.950236613759680843e-03
1.614774774774774869e+03,2.944845909828364746e-03
1.614874874874874877e+03,2.939547278132571481e-03
1.614974974974974884e+03,2.934340080863768498e-03
1.615075075075075119e+03,2.929223692551573711e-03
1.615175175175175127e+03,2.924197499902248410e-03
1.615275275275275362e+03,2.919260901640701681e-03
1.615375375375375370e+03,2.914413308356424408e-03
1.615475475475475378e+03,2.909654142352522364e-03
1.615575575575575613e+03,2.904982837498517115e-03
1.615675675675675620e+03,2.900398839086442467e-03
1.615775775775775855e+03,2.895901603690180948e-03
1.615875875875875863e+03,2.891490599028247177e-03
1.615975975975975871e+03,2.887165303829515063e-03
1.616076076076076106e+03,2.882925207702325548e-03
1.616176176176176114e+03,2.878769811006564629e-03
1.616276276276276349e+03,2.874698624728735507e-03
1.616376376376376356e+03,2.870711170360179705e-03
1.616476476476476364e+03,2.866806979777933653e-03
1.616576576576576599e+03,2.862985595128735537e-03
1.616676676676676607e+03,2.859246568715729641e-03
1.616776776776776842e+03,2.855589462887877725e-03
1.616876876876876850e+03,2.852013849932294714e-03
1.616976976976977085e+03,2.848519311968984811e-03
1.617077077077077092e+03,2.845105440848502785e-03
1.617177177177177100e+03,2.841771838051982291e-03
1.617277277277277335e+03,2.838518114593830896e-03
1.617377377377377343e+03,2.835343890926948253e-03
1.617477477477477578e+03,2.832248796850272716e-03
1.617577577577577586e+03,2.829232471418957357e-03
1.617677677677677593e+03,2.826294562856759493e-03
1.617777777777777828e+03,2.823434728470892649e-03
1.617877877877877836e+03,2.820652634569213030e-03
1.617977977977978071e+03,2.817947956379564418e-03
1.618078078078078079e+03,2.815320377971538245e-03
1.618178178178178086e+03,2.812769592180338740e-03
1.618278278278278322e+03,2.810295300532878945e-03
1.618378378378378329e+03,2.807897213176091967e-03
1.618478478478478564e+03,2.805575048807238889e-03
1.618578578578578572e+03,2.803328534606454488e-03
1.618678678678678580e+03,2.801157406171279635e-03
1.618778778778778815e+03,2.799061407453290982e-03
1.618878878878878822e+03,2.797040290696746825e-03
1.618978978978979058e+03,2.795093816379182368e-03
1.619079079079079065e+03,2.793221753154054125e-03
1.619179179179179300e+03,2.791423877795260865e-03
1.619279279279279308e+03,2.789699975143653844e-03
1.619379379379379316e+03,2.788049838055423144e-03
1.619479479479479551e+03,2.786473267352345372e-03
1.619579579579579558e+03,2.784970071773971208e-03
1.619679679679679793e+03,2.783540067931565467e-03
1.619779779779779801e+03,2.782183080263961848e-03
1.619879879879879809e+03,2.780898940995158927e-03
1.619979979979980044e+03,2.779687490093740634e-03
1.620080080080080052e+03,2.778548575234096509e-03
1.620180180180180287e+03,2.777482051759338957e-03
1.620280280280280294e+03,2.776487782646040649e-03
1.620380380380380302e+03,2.775565638470639009e-03
1.620480480480480537e+03,2.774715497377598823e-03
1.620580580580580545e+03,2.773937245049279670e-03
1.620680680680680780e+03,2.773230774677463029e-03
1.620780780780780788e+03,2.772595986936611957e-03
1.620880880880880795e+03,2.772032789958747516e-03
1.620980980980981030e+03,2.771541099310027845e-03
1.621081081081081038e+03,2.771120837968963930e-03
1.621181181181181273e+03,2.770771936306263856e-03
1.621281281281281281e+03,2.770494332066338484e-03
1.621381381381381289e+03,2.770287970350406546e-03
1.621481481481481524e+03,2.770152803601232550e-03
1.621581581581581531e+03,2.770088791589481441e-03
1.621681681681681766e+03,2.770095901401664010e-03
1.621781781781781774e+03,2.770174107429697330e-03
1.621881881881881782e+03,2.770323391362058962e-03
1.621981981981982017e+03,2.770543742176528011e-03
1.622082082082082024e+03,2.770835156134518647e-03
1.622182182182182260e+03,2.771197636777012613e-03
1.622282282282282267e+03,2.771631194922042577e-03
1.622382382382382275e+03,2.772135848663800049e-03
1.622482482482482510e+03,2.772711623373293275e-03
1.622582582582582518e+03,2.773358551700590667e-03
1.622682682682682753e+03,2.774076673578671024e-03
1.622782782782782760e+03,2.774866036228803342e-03
1.622882882882882768e+03,2.775726694167574178e-03
1.622982982982983003e+03,2.776658709215444609e-03
1.623083083083083011e+03,2.777662150506913542e-03
1.623183183183183246e+03,2.778737094502301691e-03
1.623283283283283254e+03,2.779883625001055604e-03
1.623383383383383489e+03,2.781101833156738711e-03
1.623483483483483496e+03,2.782391817493551096e-03
1.623583583583583504e+03,2.783753683924503324e-03
1.623683683683683739e+03,2.785187545771194029e-03
1.623783783783783747e+03,2.786693523785169994e-03
1.623883883883883982e+03,2.788271746170985395e-03
1.623983983983983990e+03,2.789922348610839650e-03
1.624084084084083997e+03,2.791645474290883628e-03
1.624184184184184232e+03,2.793441273929178192e-03
1.624284284284284240e+03,2.795309905805284240e-03
1.624384384384384475e+03,2.797251535791594849e-03
1.624484484484484483e+03,2.799266337386283748e-03
1.624584584584584491e+03,2.801354491747978966e-03
1.624684684684684726e+03,2.803516187732158632e-03
1.624784784784784733e+03,2.805751621929221222e-03
1.624884884884884968e+03,2.808060998704354268e-03
1.624984984984984976e+03,2.810444530239084894e-03
1.625085085085084984e+03,2.812902436574660475e-03
1.625185185185185219e+03,2.815434945657173567e-03
1.625285285285285227e+03,2.818042293384421994e-03
1.625385385385385462e+03,2.820724723654755191e-03
1.625485485485485469e+03,2.823482488417534270e-03
1.625585585585585704e+03,2.826315847725625191e-03
1.625685685685685712e+03,2.829225069789636192e-03
1.625785785785785720e+03,2.832210431034101143e-03
1.625885885885885955e+03,2.835272216155580206e-03
1.625985985985985963e+03,2.838410718182629230e-03
1.626086086086086198e+03,2.841626238537807870e-03
1.626186186186186205e+03,2.844919087101593740e-03
1.626286286286286213e+03,2.848289582278299304e-03
1.626386386386386448e+03,2.851738051064105564e-03
1.626486486486486456e+03,2.855264829116977918e-03
1.626586586586586691e+03,2.858870260828837596e-03
1.626686686686686699e+03,2.862554699399696805e-03
1.626786786786786706e+03,2.866318506913980921e-03
1.626886886886886941e+03,2.870162054419074602e-03
1.626986986986986949e+03,2.874085722005892754e-03
1.627087087087087184e+03,2.878089898891876639e-03
1.627187187187187192e+03,2.882174983506018747e-03
1.627287287287287199e+03,2.886341383576414722e-03
1.627387387387387435e+03,2.890589516219956370e-03
1.627487487487487442e+03,2.894919808034386935e-03
1.627587587587587677e+03,2.899332695192892093e-03
1.627687687687687685e+03,2.903828623540907934e-03
1.627787787787787693e+03,2.908408048695621667e-03
1.627887887887887928e+03,2.913071436147768659e-03
1.627987987987987935e+03,2.917819261366056717e-03
1.628088088088088170e+03,2.922652009904296109e-03
1.628188188188188178e+03,2.927570177510834589e-03
1.628288288288288186e+03,2.932574270241097587e-03
1.628388388388388421e+03,2.937664804572451618e-03
1.628488488488488429e+03,2.942842307522046657e-03
1.628588588588588664e+03,2.948107316767471786e-03
1.628688688688688671e+03,2.953460380770034626e-03
1.628788788788788679e+03,2.958902058901355814e-03
1.628888888888888914e+03,2.964432921572519603e-03
1.628988988988988922e+03,2.970053550366470556e-03
1.629089089089089157e+03,2.975764538173452951e-03
1.629189189189189165e+03,2.981566489329367121e-03
1.629289289289289400e+03,2.987460019757722744e-03
1.629389389389389407e+03,2.993445757114364652e-03
1.629489489489489415e+03,2.999524340935804702e-03
1.629589589589589650e+03,3.005696422790855686e-03
1.629689689689689658e+03,3.011962666435509181e-03
1.629789789789789893e+03,3.018323747971597693e-03
1.629889889889889901e+03,3.024780356008797445e-03
1.629989989989989908e+03,3.031333191830298812e-03
1.630090090090090143e+03,3.037982969562270583e-03
1.630190190190190151e+03,3.044730416346896461e-03
1.630290290290290386e+03,3.051576272519526765e-03
1.630390390390390394e+03,3.058521291789430968e-03
1.630490490490490401e+03,3.065566241424885329e-03
1.630590590590590637e+03,3.072711902442072564e-03
1.630690690690690644e+03,3.079959069798183895e-03
1.630790790790790879e+03,3.087308552589009252e-03
1.630890890890890887e+03,3.094761174250480924e-03
1.630990990990990895e+03,3.102317772764966002e-03
1.631091091091091130e+03,3.109979200871933799e-03
1.631191191191191137e+03,3.117746326283140062e-03
1.631291291291291373e+03,3.125620031902797205e-03
1.631391391391391380e+03,3.133601216052218398e-03
1.631491491491491615e+03,3.141690792699648911e-03
1.631591591591591623e+03,3.149889691694925629e-03
1.631691691691691631e+03,3.158198859009311247e-03
1.631791791791791866e+03,3.166619256980711308e-03
1.631891891891891873e+03,3.175151864563902863e-03
1.631991991991992109e+03,3.183797677586608713e-03
1.632092092092092116e+03,3.192557709010854748e-03
1.632192192192192124e+03,3.201432989200147725e-03
1.632292292292292359e+03,3.210424566192627855e-03
1.632392392392392367e+03,3.219533505979847113e-03
1.632492492492492602e+03,3.228760892791996372e-03
1.632592592592592609e+03,3.238107829389083071e-03
1.632692692692692617e+03,3.247575437358666585e-03
1.632792792792792852e+03,3.257164857420094452e-03
1.632892892892892860e+03,3.266877249735215209e-03
1.632992992992993095e+03,3.276713794226228296e-03
1.633093093093093103e+03,3.286675690900144574e-03
1.633193193193193110e+03,3.296764160180691398e-03
1.633293293293293345e+03,3.306980443247343072e-03
1.633393393393393353e+03,3.317325802381892574e-03
1.633493493493493588e+03,3.327801521322620946e-03
1.633593593593593596e+03,3.338408905626314132e-03
1.633693693693693604e+03,3.349149283038233525e-03
1.633793793793793839e+03,3.360024003870513368e-03
1.633893893893893846e+03,3.371034441388481937e-03
1.633993993993994081e+03,3.382181992206167217e-03
1.634094094094094089e+03,3.393468076690053358e-03
1.634194194194194097e+03,3.404894139372163439e-03
1.634294294294294332e+03,3.416461649372408687e-03
1.634394394394394340e+03,3.428172100830005967e-03
1.634494494494494575e+03,3.440027013345113224e-03
1.634594594594594582e+03,3.452027932429783431e-03
1.634694694694694590e+03,3.464176429969771827e-03
1.634794794794794825e+03,3.476474104696030288e-03
1.634894894894894833e+03,3.488922582667291789e-03
1.634994994994995068e+03,3.501523517763707651e-03
1.635095095095095076e+03,3.514278592190972494e-03
1.635195195195195083e+03,3.527189516996986907e-03
1.635295295295295318e+03,3.540258032599347387e-03
1.635395395395395326e+03,3.553485909325331503e-03
1.635495495495495561e+03,3.566874947964377828e-03
1.635595595595595569e+03,3.580426980332642589e-03
1.635695695695695804e+03,3.594143869851425862e-03
1.635795795795795812e+03,3.608027512138139384e-03
1.635895895895895819e+03,3.622079835611503873e-03
1.635995995995996054e+03,3.636302802110399478e-03
1.636096096096096062e+03,3.650698407527170827e-03
1.636196196196196297e+03,3.665268682456077932e-03
1.636296296296296305e+03,3.680015692856205157e-03
1.636396396396396312e+03,3.694941540730647522e-03
1.636496496496496547e+03,3.710048364820999010e-03
1.636596596596596555e+03,3.725338341318583119e-03
1.636696696696696790e+03,3.740813684592433908e-03
1.636796796796796798e+03,3.756476647934308116e-03
1.636896896896896806e+03,3.772329524321832526e-03
1.636996996996997041e+03,3.788374647199247922e-03
1.637097097097097048e+03,3.804614391277091022e-03
1.637197197197197283e+03,3.821051173351327004e-03
1.637297297297297291e+03,3.837687453141534061e-03
1.637397397397397299e+03,3.854525734149879482e-03
1.637497497497497534e+03,3.871568564540459230e-03
1.637597597597597542e+03,3.888818538039827150e-03
1.637697697697697777e+03,3.906278294860301981e-03
1.637797797797797784e+03,3.923950522644526449e-03
1.637897897897898019e+03,3.941837957434101737e-03
1.637997997997998027e+03,3.959943384661593867e-03
1.638098098098098035e+03,3.978269640166804538e-03
1.638198198198198270e+03,3.996819611238761408e-03
1.638298298298298278e+03,4.015596237682592107e-03
1.638398398398398513e+03,4.034602512913789546e-03
1.638498498498498520e+03,4.053841485079217981e-03
1.638598598598598528e+03,4.073316258206221598e-03
1.638698698698698763e+03,4.093029993380842627e-03
1.638798798798798771e+03,4.112985909955300771e-03
1.638898898898899006e+03,4.133187286786366328e-03
1.638998998998999014e+03,4.153637463504700721e-03
1.639099099099099021e+03,4.174339841816757796e-03
1.639199199199199256e+03,4.195297886839977931e-03
1.639299299299299264e+03,4.216515128471566391e-03
1.639399399399399499e+03,4.237995162793396428e-03
1.639499499499499507e+03,4.259741653512096049e-03
1.639599599599599514e+03,4.281758333437053234e-03
1.639699699699699750e+03,4.304049005996605018e-03
1.639799799799799757e+03,4.326617546793485106e-03
1.639899899899899992e+03,4.349467905201266464e-03
1.640000000000000000e+03,4.372604106002447692e-03
